interaction_id,customer_id,product_id,product_name,product_category,interaction_date,interaction_type,agent_id,branch_id,latitude,longitude,grand_total,issue_category,issue_subcategory,resolution_status,resolution_time_minutes,sla_met,is_first_contact_resolution,is_escalated,sentiment_score,sentiment_category,interaction_summary,nps_score,feedback_score_agent,feedback_score_resolution,call_duration_seconds,queue_time_seconds,num_open_issues_snapshot,time_since_last_interaction_days,product_ownership_flag,agent_status
19b1ee1c-0577-4d0d-9180-df27b4dbabd6,CUST0114,PROD047,Anker PowerBank,Mobile & Computing,2025-08-04 11:37:20,Call,AGT033,BR01,-1.289311,36.8124,34832.86,Technical Support,Compatibility,Resolved,11,Yes,Yes,No,0.82,Positive,Customer reported technical support issue regarding Mobile & Computing product. Issue resolved.,10,5,4,661,109,0,0,Yes,Offline
b35a392f-cf63-405c-aa6f-d2d345c85d30,CUST0614,PROD024,TCL 4K Smart TV,Entertainment & Gaming,2023-12-11 00:58:36,Email,AGT057,BR01,-1.289311,36.8124,92505.76,Billing Inquiry,Refund Status,Resolved,24,Yes,Yes,No,0.8,Positive,Customer reported billing inquiry issue regarding Entertainment & Gaming product. Issue resolved.,9,3,5,0,0,0,602,Yes,Offline
13c774b8-19ea-4b70-a3e2-917ce252a30f,CUST0836,PROD010,Nikon D7500,Entertainment & Gaming,2025-08-04 12:04:20,Email,AGT045,BR01,-1.289311,36.8124,428482.27999999997,Service Delay,Slow Resolution,Escalated,6,Yes,No,No,0.51,Positive,Customer reported service delay issue regarding Entertainment & Gaming product. Issue escalated.,10,3,4,0,0,1,0,Yes,Online
8e09cca1-6374-4103-99db-12fc5696638d,CUST0018,PROD042,Arlo Pro 4,Smart Home & Appliances,2025-05-09 19:33:28,Call,AGT022,BR01,-1.289311,36.8124,146499.78,Service Delay,Slow Resolution,Unresolved,5,No,Yes,No,0.3,Neutral,Customer reported service delay issue regarding Smart Home & Appliances product. Issue unresolved.,8,5,4,310,314,1,86,Yes,Offline
efb7b147-cb47-496a-8cff-eff066f96c48,CUST0195,PROD048,Belkin Wireless Charger,Mobile & Computing,2023-04-09 13:59:11,Call,AGT032,BR01,-1.289311,36.8124,12449.34,General Inquiry,Store Hours,Resolved,18,Yes,Yes,No,0.73,Positive,Customer reported general inquiry issue regarding Mobile & Computing product. Issue resolved.,9,4,4,1085,137,0,847,Yes,Offline
811a88b6-aab5-497b-b558-77bb8fc13421,CUST0269,PROD023,Sony Bravia 43,Entertainment & Gaming,2025-08-04 12:31:20,Chat,AGT015,BR01,-1.289311,36.8124,60147.87,General Inquiry,Store Hours,Resolved,6,Yes,Yes,No,0.57,Positive,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue resolved.,9,5,4,370,77,0,0,Yes,Online
6ddebc0b-8fcf-4db4-91d3-56d373bc9b56,CUST0575,PROD029,Steam Deck,Entertainment & Gaming,2024-09-20 18:48:32,Email,AGT055,BR01,-1.289311,36.8124,173886.18,General Inquiry,Warranty Info,Resolved,5,Yes,Yes,No,0.93,Positive,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue resolved.,9,4,5,0,0,0,317,Yes,Online
5ccab426-edae-4aab-8ca4-72181b3cf543,CUST0854,PROD047,Anker PowerBank,Mobile & Computing,2024-07-14 12:28:16,Chat,AGT040,BR01,-1.289311,36.8124,16624.78,Technical Support,Compatibility,Resolved,17,Yes,Yes,No,0.62,Positive,Customer reported technical support issue regarding Mobile & Computing product. Issue resolved.,10,4,5,1020,104,0,386,Yes,Offline
81ca8907-7080-4a33-a032-999effa77c5d,CUST0996,PROD013,Microsoft Surface,Mobile & Computing,2024-05-02 20:00:53,In-Person Support,AGT015,BR01,-1.289311,36.8124,513888.93,Technical Support,Compatibility,Escalated,16,No,Yes,No,0.27,Neutral,Customer reported technical support issue regarding Mobile & Computing product. Issue escalated.,7,4,3,0,0,2,458,Yes,Online
1087287d-3c74-45b5-9942-20bebe00511f,CUST0720,PROD019,Garmin Venu 3,Wearables & Accessories,2025-03-05 04:47:44,Social Media DM,AGT018,BR01,-1.289311,36.8124,68621.86,Technical Support,Compatibility,Resolved,16,Yes,Yes,No,0.79,Positive,Customer reported technical support issue regarding Wearables & Accessories product. Issue resolved.,9,4,5,0,0,0,152,Yes,Online
07fe826d-770b-45e2-b1da-aef9e09a2b1c,CUST0751,PROD035,KitchenAid Mixer,Smart Home & Appliances,2025-08-04 11:52:20,Social Media DM,AGT033,BR01,-1.289311,36.8124,712988.97,General Inquiry,Product Information,Resolved,12,Yes,Yes,No,0.87,Positive,Customer reported general inquiry issue regarding Smart Home & Appliances product. Issue resolved.,9,5,5,0,0,0,0,Yes,Offline
111299e0-78ed-4eda-b800-c2c978d4645f,CUST0114,PROD044,Wyze Cam v3,Smart Home & Appliances,2025-01-03 11:30:37,In-Person Support,AGT042,BR01,-1.289311,36.8124,23917.96,General Inquiry,Product Information,Escalated,7,Yes,No,No,0.18,Neutral,Customer reported general inquiry issue regarding Smart Home & Appliances product. Issue escalated.,8,4,4,0,0,1,213,Yes,Online
4c0ff81d-43f5-4c0b-aa4b-8e0e829e690e,CUST0186,PROD038,Sonos One,Entertainment & Gaming,2024-01-07 06:00:22,Social Media DM,AGT002,BR01,-1.289311,36.8124,74377.32,Product Defect,Software Bug,Resolved,18,Yes,No,No,-0.51,Negative,Customer reported product defect issue regarding Entertainment & Gaming product. Issue resolved.,2,1,1,0,0,0,575,Yes,Offline
4dec698a-a9e9-46b5-a3d9-5c3f7a52d181,CUST0849,PROD019,Garmin Venu 3,Wearables & Accessories,2024-11-08 14:41:53,In-Person Support,AGT002,BR01,-1.289311,36.8124,62227.560000000005,General Inquiry,Warranty Info,Resolved,22,Yes,No,No,0.84,Positive,Customer reported general inquiry issue regarding Wearables & Accessories product. Issue resolved.,10,4,5,0,0,0,268,Yes,Offline
c3c29cd2-98b3-4754-be41-8173633fb3a2,CUST0670,PROD049,Logitech MX Master,Mobile & Computing,2024-08-12 16:44:53,Social Media DM,AGT010,BR01,-1.289311,36.8124,13380.16,Product Defect,Hardware Failure,Resolved,9,Yes,Yes,No,0.06,Neutral,Customer reported product defect issue regarding Mobile & Computing product. Issue resolved.,7,1,2,0,0,0,356,Yes,Online
f50b1a2d-b7eb-45dd-ba96-09e4fa453e8f,CUST0970,PROD032,Roomba i7+,Smart Home & Appliances,2024-12-30 01:04:44,Call,AGT056,BR01,-1.289311,36.8124,305499.92000000004,Product Defect,Software Bug,Resolved,14,Yes,No,No,0.58,Positive,Customer reported product defect issue regarding Smart Home & Appliances product. Issue resolved.,9,4,5,841,150,0,217,Yes,Offline
5138340d-876e-46b4-bff2-3ae79754288e,CUST0689,PROD042,Arlo Pro 4,Smart Home & Appliances,2025-02-10 14:51:18,In-Person Support,AGT037,BR01,-1.289311,36.8124,139840.68,Order Status,Missing Item,Resolved,14,Yes,No,No,0.57,Positive,Customer reported order status issue regarding Smart Home & Appliances product. Issue resolved.,10,4,5,0,0,0,174,Yes,Online
d3ddf11f-8030-4c6c-9ee4-04a2c6c7a595,CUST0407,PROD036,Bose SoundLink,Entertainment & Gaming,2024-05-31 00:04:45,In-Person Support,AGT009,BR01,-1.289311,36.8124,41131.86,Product Defect,Manufacturing Defect,Resolved,13,Yes,Yes,No,1.0,Positive,Customer reported product defect issue regarding Entertainment & Gaming product. Issue resolved.,10,4,5,0,0,0,430,Yes,Online
d9c3f2c7-a08b-4edd-af79-4097843bca67,CUST0525,PROD018,Fitbit Charge 6,Wearables & Accessories,2024-06-16 14:58:46,Email,AGT030,BR01,-1.289311,36.8124,27965.95,Product Defect,Hardware Failure,Resolved,9,Yes,Yes,No,0.64,Positive,Customer reported product defect issue regarding Wearables & Accessories product. Issue resolved.,9,4,5,0,0,0,413,Yes,Offline
17ca9b85-f3e5-41e9-8f00-41b5b8aa8d1e,CUST0499,PROD014,Asus ROG Laptop,Mobile & Computing,2023-06-30 12:27:07,In-Person Support,AGT015,BR01,-1.289311,36.8124,505899.41000000003,Service Delay,Agent Unresponsive,Resolved,14,Yes,Yes,No,1.0,Positive,Customer reported service delay issue regarding Mobile & Computing product. Issue resolved.,10,5,5,0,0,0,766,Yes,Online
a5e0a938-a225-43b9-b568-6bb3464a47ed,CUST0309,PROD010,Nikon D7500,Entertainment & Gaming,2023-09-01 10:28:14,Chat,AGT009,BR01,-1.289311,36.8124,544559.4199999999,General Inquiry,Product Information,Resolved,8,Yes,Yes,No,0.96,Positive,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue resolved.,10,4,4,482,125,0,703,Yes,Online
1b7fb917-e313-4906-b6e7-5b59eebc9b66,CUST0473,PROD045,Eufy Security,Smart Home & Appliances,2023-12-30 17:45:26,Chat,AGT016,BR01,-1.289311,36.8124,35819.48,Return/Refund,Exchange Request,Resolved,20,No,Yes,No,-0.63,Negative,Customer reported return/refund issue regarding Smart Home & Appliances product. Issue resolved.,4,1,1,1203,437,0,582,Yes,Online
6cdd9a55-daab-40d1-87a2-940b534e63f6,CUST0131,PROD035,KitchenAid Mixer,Smart Home & Appliances,2025-04-12 16:03:26,Social Media DM,AGT045,BR01,-1.289311,36.8124,78560.82,Product Defect,Software Bug,Resolved,16,Yes,Yes,No,0.21,Neutral,Customer reported product defect issue regarding Smart Home & Appliances product. Issue resolved.,8,4,5,0,0,0,113,Yes,Online
6dbb8cbd-86c5-4fef-906c-3ee07eea3a93,CUST0986,PROD004,Dell XPS 13,Mobile & Computing,2024-01-04 10:18:53,Call,AGT043,BR01,-1.289311,36.8124,363748.67000000004,Return/Refund,Return Process,Resolved,11,Yes,Yes,No,1.0,Positive,Customer reported return/refund issue regarding Mobile & Computing product. Issue resolved.,10,3,5,663,24,0,578,Yes,Online
52d75464-ee10-4e48-bcf7-146342cff082,CUST0246,PROD014,Asus ROG Laptop,Mobile & Computing,2023-05-22 04:56:58,Social Media DM,AGT025,BR01,-1.289311,36.8124,505899.41000000003,Product Defect,Hardware Failure,Resolved,18,Yes,Yes,No,0.66,Positive,Customer reported product defect issue regarding Mobile & Computing product. Issue resolved.,9,4,5,0,0,0,805,Yes,Offline
d233bc18-f32f-432a-b64d-0048879f63a4,CUST0679,PROD041,Ring Video Doorbell,Smart Home & Appliances,2024-03-25 03:25:40,In-Person Support,AGT005,BR01,-1.289311,36.8124,57361.520000000004,Order Status,Delivery Delay,Resolved,14,Yes,Yes,No,0.84,Positive,Customer reported order status issue regarding Smart Home & Appliances product. Issue resolved.,9,4,5,0,0,0,497,Yes,Offline
963b47d1-5712-472d-aee1-06b670b18582,CUST0258,PROD019,Garmin Venu 3,Wearables & Accessories,2024-10-11 01:20:00,Chat,AGT033,BR01,-1.289311,36.8124,451968.56,General Inquiry,Product Information,Resolved,14,Yes,Yes,No,1.0,Positive,Customer reported general inquiry issue regarding Wearables & Accessories product. Issue resolved.,9,5,5,847,42,0,297,Yes,Offline
831f8eae-b4d9-4713-9fef-a6e91d5129f2,CUST0719,PROD048,Belkin Wireless Charger,Mobile & Computing,2025-08-04 11:55:20,Email,AGT035,BR01,-1.289311,36.8124,9129.52,Billing Inquiry,Payment Error,Resolved,18,Yes,No,No,-0.36,Negative,Customer reported billing inquiry issue regarding Mobile & Computing product. Issue resolved.,0,2,1,0,0,0,0,Yes,Offline
7d6092df-1163-460d-a75f-ae0ae8e15f77,CUST0070,PROD021,LG OLED TV 55,Entertainment & Gaming,2025-02-28 08:18:40,Social Media DM,AGT059,BR01,-1.289311,36.8124,516710.66000000003,Product Defect,Software Bug,Resolved,19,Yes,Yes,No,1.0,Positive,Customer reported product defect issue regarding Entertainment & Gaming product. Issue resolved.,10,5,5,0,0,0,157,Yes,Offline
1c1ac10d-0347-4588-bd70-2a36762c0ce8,CUST0776,PROD009,Canon EOS R6,Entertainment & Gaming,2024-03-14 18:27:07,Social Media DM,AGT039,BR01,-1.289311,36.8124,620624.0,Product Defect,Software Bug,Resolved,20,Yes,Yes,No,1.0,Positive,Customer reported product defect issue regarding Entertainment & Gaming product. Issue resolved.,9,5,5,0,0,0,507,Yes,Offline
be087793-530a-41f6-bf08-b39a39fcbc91,CUST1000,PROD010,Nikon D7500,Entertainment & Gaming,2024-07-06 00:53:34,Email,AGT006,BR01,-1.289311,36.8124,255799.63,Order Status,Delivery Delay,Resolved,5,No,No,Yes,-0.99,Negative,Customer reported order status issue regarding Entertainment & Gaming product. Issue resolved. Escalated to Tier 2.,3,1,1,0,0,0,394,Yes,Offline
46f73414-9bc3-4c4a-a0c6-97908df2c339,CUST0693,PROD008,JBL Flip 6,Entertainment & Gaming,2024-06-06 00:29:30,Chat,AGT042,BR01,-1.289311,36.8124,16330.1,General Inquiry,Store Hours,Resolved,8,Yes,No,No,0.42,Positive,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue resolved.,9,5,4,480,18,0,424,Yes,Online
b400fed6-a693-4e1b-8d54-e92e6dbf4e84,CUST0587,PROD023,Sony Bravia 43,Entertainment & Gaming,2024-06-25 02:48:56,Email,AGT023,BR01,-1.289311,36.8124,57413.87,Billing Inquiry,Refund Status,Escalated,5,Yes,No,No,0.3,Neutral,Customer reported billing inquiry issue regarding Entertainment & Gaming product. Issue escalated.,7,2,4,0,0,1,405,Yes,Online
ac0e0305-b1f2-4c70-b7ba-6570d2b95b2f,CUST0265,PROD035,KitchenAid Mixer,Smart Home & Appliances,2023-05-04 16:19:16,Email,AGT001,BR01,-1.289311,36.8124,264069.99,Billing Inquiry,Payment Error,Pending,9,Yes,Yes,No,0.19,Neutral,Customer reported billing inquiry issue regarding Smart Home & Appliances product. Issue pending.,8,4,4,0,0,0,822,Yes,Offline
1e9811ee-57a9-4c39-a197-f39333f09953,CUST0285,PROD025,Hisense ULED,Entertainment & Gaming,2023-10-16 07:49:32,Email,AGT048,BR01,-1.289311,36.8124,324704.02,Return/Refund,Exchange Request,Resolved,8,No,No,No,0.65,Positive,Customer reported return/refund issue regarding Entertainment & Gaming product. Issue resolved.,9,5,5,0,0,0,658,Yes,Online
809eae75-756c-464f-851e-03ec2682a5f1,CUST0282,PROD010,Nikon D7500,Entertainment & Gaming,2023-08-12 04:23:05,In-Person Support,AGT059,BR01,-1.289311,36.8124,121809.33999999998,General Inquiry,Warranty Info,Pending,10,Yes,No,No,-0.68,Negative,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue pending.,6,1,1,0,0,2,723,Yes,Offline
e0ff91b9-9079-4469-a431-10ef43c11426,CUST0936,PROD027,Xbox Series X,Entertainment & Gaming,2023-10-26 16:16:00,Call,AGT027,BR01,-1.289311,36.8124,134371.84000000003,Product Defect,Manufacturing Defect,Resolved,15,Yes,Yes,No,1.0,Positive,Customer reported product defect issue regarding Entertainment & Gaming product. Issue resolved.,9,5,5,908,110,0,647,Yes,Online
e22cefb5-6de9-488d-8657-2d14735a40e9,CUST0050,PROD008,JBL Flip 6,Entertainment & Gaming,2025-05-23 17:31:45,Chat,AGT039,BR01,-1.289311,36.8124,34293.2,General Inquiry,How-To Guide,Resolved,8,Yes,Yes,No,0.69,Positive,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue resolved.,10,4,5,487,74,0,72,Yes,Offline
73851272-eef0-4db8-a08c-173475944991,CUST0543,PROD029,Steam Deck,Entertainment & Gaming,2025-02-14 06:56:22,In-Person Support,AGT024,BR01,-1.289311,36.8124,351498.47,Return/Refund,Warranty Claim,Resolved,5,Yes,Yes,No,0.88,Positive,Customer reported return/refund issue regarding Entertainment & Gaming product. Issue resolved.,10,5,5,0,0,0,171,Yes,Offline
10bebf5f-9714-4207-aac1-78c6bd02cd77,CUST0829,PROD001,iPhone 15 Pro,Mobile & Computing,2024-02-08 07:42:40,Chat,AGT019,BR01,-1.289311,36.8124,380064.64999999997,Return/Refund,Refund Delay,Resolved,11,Yes,No,No,-0.26,Negative,Customer reported return/refund issue regarding Mobile & Computing product. Issue resolved.,0,3,1,669,135,0,543,Yes,Online
3b41469d-759d-4bc8-87dc-009783834135,CUST0759,PROD032,Roomba i7+,Smart Home & Appliances,2023-07-17 23:57:39,Chat,AGT048,BR01,-1.289311,36.8124,189222.62,General Inquiry,Product Information,Unresolved,5,Yes,No,No,0.29,Neutral,Customer reported general inquiry issue regarding Smart Home & Appliances product. Issue unresolved.,8,2,3,304,331,0,748,Yes,Online
7279199e-7cf6-4264-85e8-b2c35168d32a,CUST0992,PROD003,MacBook Air M3,Mobile & Computing,2023-02-28 13:21:45,Email,AGT041,BR01,-1.289311,36.8124,676092.42,Service Delay,Long Wait Time,Unresolved,14,No,Yes,No,0.44,Positive,Customer reported service delay issue regarding Mobile & Computing product. Issue unresolved.,9,4,5,0,0,2,887,Yes,Offline
94ce5391-3e4a-4268-9ea1-7e3ead9ea609,CUST0789,PROD031,Dyson V15 Detect,Smart Home & Appliances,2024-06-07 03:59:10,Email,AGT002,BR01,-1.289311,36.8124,415320.46,Product Defect,Hardware Failure,Resolved,24,Yes,Yes,No,0.98,Positive,Customer reported product defect issue regarding Smart Home & Appliances product. Issue resolved.,10,4,5,0,0,0,423,Yes,Offline
7515b8d5-a8be-445b-b4fe-ba7640f24e75,CUST0672,PROD022,Samsung QLED 65,Entertainment & Gaming,2024-10-23 04:39:14,Email,AGT049,BR01,-1.289311,36.8124,515793.52,Service Delay,Slow Resolution,Resolved,5,Yes,Yes,No,0.95,Positive,Customer reported service delay issue regarding Entertainment & Gaming product. Issue resolved.,9,5,4,0,0,0,285,Yes,Offline
6340ad3b-b9e6-4f21-bbbe-c729305831c2,CUST0515,PROD024,TCL 4K Smart TV,Entertainment & Gaming,2025-07-08 23:01:01,Social Media DM,AGT040,BR01,-1.289311,36.8124,53555.96,Product Defect,Hardware Failure,Resolved,18,Yes,Yes,No,0.97,Positive,Customer reported product defect issue regarding Entertainment & Gaming product. Issue resolved.,10,3,4,0,0,0,26,Yes,Offline
0e06cdea-81d3-47f9-8906-b6fdbf339488,CUST0075,PROD006,Sony WH-1000XM5,Wearables & Accessories,2024-11-29 10:01:33,Email,AGT007,BR01,-1.289311,36.8124,391105.27,Order Status,Missing Item,Resolved,13,Yes,No,No,-0.82,Negative,Customer reported order status issue regarding Wearables & Accessories product. Issue resolved.,3,1,1,0,0,0,248,Yes,Offline
63ce25d4-33a5-479d-b104-83fe2f4b9188,CUST0831,PROD026,PlayStation 5,Entertainment & Gaming,2024-05-01 10:21:49,Email,AGT018,BR01,-1.289311,36.8124,261147.02999999997,Product Defect,Manufacturing Defect,Resolved,13,Yes,Yes,No,-0.01,Neutral,Customer reported product defect issue regarding Entertainment & Gaming product. Issue resolved.,7,4,3,0,0,0,460,Yes,Online
e860487f-5ea1-4f74-a6aa-dd30021dfec6,CUST0422,PROD038,Sonos One,Entertainment & Gaming,2024-03-20 15:05:44,In-Person Support,AGT019,BR01,-1.289311,36.8124,37947.61,Order Status,Wrong Item Received,Resolved,9,Yes,Yes,No,0.4,Neutral,Customer reported order status issue regarding Entertainment & Gaming product. Issue resolved.,7,3,3,0,0,0,501,Yes,Online
492d8df8-cf2d-4ab7-a11b-6878a4f3d481,CUST0122,PROD025,Hisense ULED,Entertainment & Gaming,2025-02-22 12:00:29,Chat,AGT001,BR01,-1.289311,36.8124,500044.2,Product Defect,Software Bug,Pending,13,Yes,No,No,-0.23,Negative,Customer reported product defect issue regarding Entertainment & Gaming product. Issue pending.,0,2,2,788,80,0,163,Yes,Offline
29098100-33bc-41da-9a2b-e2d800ef5037,CUST0213,PROD018,Fitbit Charge 6,Wearables & Accessories,2025-07-10 17:34:24,In-Person Support,AGT013,BR01,-1.289311,36.8124,203911.71,Technical Support,Troubleshooting,Resolved,5,Yes,No,No,0.18,Neutral,Customer reported technical support issue regarding Wearables & Accessories product. Issue resolved.,7,5,1,0,0,0,24,Yes,Offline
818e7510-fa98-49fb-b4bc-3e9946dcdcee,CUST0242,PROD003,MacBook Air M3,Mobile & Computing,2023-12-03 01:53:24,Email,AGT055,BR01,-1.289311,36.8124,450728.28,Product Defect,Manufacturing Defect,Pending,11,No,Yes,Yes,-0.51,Negative,Customer reported product defect issue regarding Mobile & Computing product. Issue pending. Escalated to Tier 2.,4,2,1,0,0,0,610,Yes,Online
92cac970-f548-41ea-998b-c284834f2eb4,CUST0738,PROD006,Sony WH-1000XM5,Wearables & Accessories,2024-04-25 14:10:09,Call,AGT038,BR01,-1.289311,36.8124,220341.0,Technical Support,Connectivity Issue,Resolved,15,Yes,No,No,-0.75,Negative,Customer reported technical support issue regarding Wearables & Accessories product. Issue resolved.,3,3,1,907,89,0,465,Yes,Online
0a33b203-4e4f-4a13-b2ff-2a079186841f,CUST0842,PROD039,Echo Dot 5th Gen,Smart Home & Appliances,2025-08-04 12:05:20,Chat,AGT014,BR01,-1.289311,36.8124,12174.9,Product Defect,Hardware Failure,Resolved,6,Yes,Yes,No,0.29,Neutral,Customer reported product defect issue regarding Smart Home & Appliances product. Issue resolved.,8,3,3,362,87,0,0,Yes,Online
8ca31d49-4de0-4aa9-b376-ed5b50be9a89,CUST0946,PROD028,Nintendo Switch,Entertainment & Gaming,2025-07-11 00:34:13,In-Person Support,AGT048,BR01,-1.289311,36.8124,50777.62,Billing Inquiry,Payment Error,Resolved,10,Yes,Yes,No,1.0,Positive,Customer reported billing inquiry issue regarding Entertainment & Gaming product. Issue resolved.,10,5,4,0,0,0,24,Yes,Online
81168224-95ec-4678-aff4-8c571c6c0750,CUST0200,PROD024,TCL 4K Smart TV,Entertainment & Gaming,2025-08-04 12:24:20,Social Media DM,AGT035,BR01,-1.289311,36.8124,48200.36,Return/Refund,Return Process,Resolved,13,Yes,No,No,-1.0,Negative,Customer reported return/refund issue regarding Entertainment & Gaming product. Issue resolved.,2,1,1,0,0,0,0,Yes,Offline
ed5bda9c-24a7-48fd-8e2c-79188d30dc75,CUST0283,PROD044,Wyze Cam v3,Smart Home & Appliances,2025-08-04 12:04:20,In-Person Support,AGT050,BR01,-1.289311,36.8124,25056.9,Return/Refund,Return Process,Resolved,21,Yes,Yes,No,1.0,Positive,Customer reported return/refund issue regarding Smart Home & Appliances product. Issue resolved.,9,4,4,0,0,0,0,Yes,Online
bc3a82be-005d-4694-9338-198d0bb7c1e6,CUST0798,PROD010,Nikon D7500,Entertainment & Gaming,2025-08-04 11:57:20,In-Person Support,AGT012,BR01,-1.289311,36.8124,463448.72,General Inquiry,Product Information,Resolved,6,Yes,Yes,No,0.08,Neutral,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue resolved.,8,4,3,0,0,0,0,Yes,Online
4529c891-9353-4842-bd18-2a91d80c410b,CUST0213,PROD026,PlayStation 5,Entertainment & Gaming,2025-07-30 13:01:08,Chat,AGT027,BR01,-1.289311,36.8124,547165.2,General Inquiry,Product Information,Resolved,21,Yes,No,No,0.53,Positive,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue resolved.,9,5,4,1260,98,0,4,Yes,Online
72dcb743-6073-4140-92c9-c9755a8f43a1,CUST0196,PROD031,Dyson V15 Detect,Smart Home & Appliances,2025-08-04 11:56:20,Social Media DM,AGT054,BR01,-1.289311,36.8124,548009.87,Billing Inquiry,Refund Status,Resolved,5,Yes,Yes,No,1.0,Positive,Customer reported billing inquiry issue regarding Smart Home & Appliances product. Issue resolved.,10,5,5,0,0,0,0,Yes,Offline
6fd14e10-a17e-4dc7-b1c7-59ada218f2ff,CUST0828,PROD045,Eufy Security,Smart Home & Appliances,2023-05-05 07:26:27,Email,AGT054,BR01,-1.289311,36.8124,17909.74,Technical Support,Setup Help,Resolved,10,Yes,Yes,No,1.0,Positive,Customer reported technical support issue regarding Smart Home & Appliances product. Issue resolved.,10,5,4,0,0,0,822,Yes,Offline
4fe51c82-3479-4d02-8226-77643be6544c,CUST0816,PROD025,Hisense ULED,Entertainment & Gaming,2023-09-26 11:20:50,Chat,AGT057,BR01,-1.289311,36.8124,463862.88,Return/Refund,Refund Delay,Escalated,17,No,Yes,No,0.76,Positive,Customer reported return/refund issue regarding Entertainment & Gaming product. Issue escalated.,9,5,4,1021,234,1,678,Yes,Offline
871b309c-56ea-4ae5-81fd-e4b62596d542,CUST0695,PROD035,KitchenAid Mixer,Smart Home & Appliances,2025-08-04 11:56:20,Email,AGT005,BR01,-1.289311,36.8124,96825.66,Product Defect,Hardware Failure,Resolved,10,Yes,Yes,No,1.0,Positive,Customer reported product defect issue regarding Smart Home & Appliances product. Issue resolved.,10,4,4,0,0,0,0,Yes,Offline
bcb5dd12-f849-4b59-ae97-b1cc0ead4247,CUST0079,PROD030,Asus ROG Ally,Entertainment & Gaming,2024-10-30 05:17:47,In-Person Support,AGT034,BR01,-1.289311,36.8124,167746.54,Technical Support,Troubleshooting,Resolved,12,No,Yes,No,-0.52,Negative,Customer reported technical support issue regarding Entertainment & Gaming product. Issue resolved.,0,1,1,0,0,0,278,Yes,Online
f229dc90-7b07-4496-b73f-23448a6e7d37,CUST0136,PROD047,Anker PowerBank,Mobile & Computing,2024-09-14 13:35:46,In-Person Support,AGT033,BR01,-1.289311,36.8124,65707.45999999999,Technical Support,Software Update,Resolved,5,Yes,Yes,No,0.06,Neutral,Customer reported technical support issue regarding Mobile & Computing product. Issue resolved.,8,2,4,0,0,0,323,Yes,Offline
5a889457-da06-485b-92b6-94066950114e,CUST0093,PROD050,Razer DeathAdder,Mobile & Computing,2025-06-18 14:09:08,Social Media DM,AGT048,BR01,-1.289311,36.8124,12086.88,General Inquiry,Product Information,Resolved,13,Yes,Yes,No,1.0,Positive,Customer reported general inquiry issue regarding Mobile & Computing product. Issue resolved.,9,4,4,0,0,0,46,Yes,Online
05ad1dd5-4596-4652-9563-073f667955cb,CUST0167,PROD011,iPad Pro 12.9,Mobile & Computing,2024-05-31 10:19:26,Call,AGT029,BR01,-1.289311,36.8124,558658.24,Technical Support,Troubleshooting,Resolved,9,Yes,Yes,No,0.38,Neutral,Customer reported technical support issue regarding Mobile & Computing product. Issue resolved.,7,4,3,542,17,0,430,Yes,Online
73be8bae-dbf4-4676-8824-1d22c5563886,CUST0560,PROD023,Sony Bravia 43,Entertainment & Gaming,2024-01-14 19:25:40,Social Media DM,AGT052,BR01,-1.289311,36.8124,164039.63999999998,Technical Support,Software Update,Resolved,9,Yes,No,No,-1.0,Negative,Customer reported technical support issue regarding Entertainment & Gaming product. Issue resolved.,3,2,2,0,0,0,567,Yes,Online
b8a3a21b-5c20-4a50-8e8e-369cb40bcc1b,CUST0348,PROD044,Wyze Cam v3,Smart Home & Appliances,2025-08-04 11:58:20,Chat,AGT002,BR01,-1.289311,36.8124,12528.45,Order Status,Delivery Delay,Resolved,21,Yes,Yes,No,1.0,Positive,Customer reported order status issue regarding Smart Home & Appliances product. Issue resolved.,9,4,5,1264,170,0,0,Yes,Offline
53b9a311-2803-4ab7-8b86-8a51a261798c,CUST0925,PROD038,Sonos One,Entertainment & Gaming,2025-05-12 02:27:40,Chat,AGT008,BR01,-1.289311,36.8124,41742.37,General Inquiry,Warranty Info,Resolved,17,Yes,Yes,No,1.0,Positive,Customer reported general inquiry issue regarding Entertainment & Gaming product. Issue resolved.,10,5,5,1025,174,0,84,Yes,Offline
c6c0b022-2dfe-40b4-b246-7d6ed4de1b2e,CUST0574,PROD027,Xbox Series X,Entertainment & Gaming,2025-01-11 06:22:53,In-Person Support,AGT049,BR01,-1.289311,36.8124,137649.2,Technical Support,Troubleshooting,Resolved,9,Yes,Yes,No,1.0,Positive,Customer reported technical support issue regarding Entertainment & Gaming product. Issue resolved.,10,5,4,0,0,0,205,Yes,Offline
